,Posemo,Negemo,Work,Date,Status_id,length_messages
1198,1.0,3.0,,2015-11-12 00:09:13,261858613983318_510680869101090,49
1199,3.0,1.0,1.0,2015-11-12 00:08:46,261858613983318_510680842434426,120
1200,,,,2015-11-12 00:06:17,261858613983318_510680489101128,18
1201,5.0,3.0,1.0,2015-11-11 00:45:35,261858613983318_510416519127525,105
1202,2.0,,3.0,2015-11-11 00:45:21,261858613983318_510416502460860,51
1203,1.0,3.0,3.0,2015-11-11 00:45:01,261858613983318_510416449127532,73
1204,11.0,6.0,16.0,2015-11-11 00:44:29,261858613983318_510416349127542,368
1205,12.0,1.0,4.0,2015-11-11 00:44:00,261858613983318_510416275794216,193
1206,7.0,11.0,9.0,2015-11-11 00:43:30,261858613983318_510416212460889,191
1207,4.0,6.0,1.0,2015-11-11 00:42:53,261858613983318_510416099127567,110
1208,2.0,1.0,,2015-11-11 00:42:14,261858613983318_510416019127575,34
1209,1.0,,,2015-11-10 15:11:29,261858613983318_510332125802631,22
1210,9.0,4.0,3.0,2015-11-10 15:11:15,261858613983318_510332089135968,217
1211,7.0,1.0,2.0,2015-11-10 15:10:51,261858613983318_510332019135975,157
1212,1.0,4.0,,2015-11-10 15:10:31,261858613983318_510331935802650,28
1213,11.0,3.0,2.0,2015-11-10 15:10:14,261858613983318_510331869135990,202
1214,6.0,,,2015-11-10 15:09:51,261858613983318_510331789135998,164
1215,,1.0,,2015-11-10 12:19:28,261858613983318_510303062472204,42
1216,1.0,3.0,1.0,2015-11-10 12:17:26,261858613983318_510302492472261,38
1217,1.0,2.0,5.0,2015-11-10 12:17:07,261858613983318_510302425805601,83
1218,,,2.0,2015-11-10 12:16:44,261858613983318_510302342472276,10
1219,8.0,6.0,2.0,2015-11-10 12:16:35,261858613983318_510302322472278,139
1220,4.0,,,2015-11-10 12:16:20,261858613983318_510302282472282,84
1221,1.0,,,2015-11-10 12:16:08,261858613983318_510302239138953,22
1222,3.0,1.0,,2015-11-10 12:15:56,261858613983318_510302219138955,34
1223,1.0,2.0,,2015-11-10 12:15:45,261858613983318_510302189138958,28
1224,10.0,11.0,17.0,2015-11-09 16:48:50,261858613983318_510047869164390,275
1225,11.0,15.0,11.0,2015-11-09 16:48:24,261858613983318_510047795831064,393
1226,10.0,9.0,2.0,2015-11-09 11:52:56,261858613983318_509994049169772,346
1227,2.0,,3.0,2015-11-09 11:51:04,261858613983318_509993662503144,21
1228,7.0,4.0,,2015-11-09 11:50:14,261858613983318_509993535836490,212
1229,1.0,5.0,5.0,2015-11-09 11:49:44,261858613983318_509993352503175,145
1230,3.0,,,2015-11-09 11:49:26,261858613983318_509993299169847,55
1231,12.0,10.0,5.0,2015-11-09 11:49:10,261858613983318_509993235836520,235
1232,3.0,3.0,2.0,2015-11-09 02:20:36,261858613983318_509877829181394,100
1233,9.0,9.0,1.0,2015-11-09 02:19:11,261858613983318_509877635848080,260
1234,,4.0,2.0,2015-11-09 02:18:22,261858613983318_509877542514756,54
1235,,,,2015-11-08 22:40:55,261858613983318_509846009184576,22
1236,,1.0,,2015-11-08 22:40:37,261858613983318_509845942517916,12
1237,26.0,10.0,1.0,2015-11-08 21:39:04,261858613983318_509836502518860,382
1238,5.0,4.0,,2015-11-08 21:37:18,261858613983318_509836269185550,100
1239,6.0,2.0,,2015-11-08 21:36:55,261858613983318_509836215852222,53
1240,,2.0,1.0,2015-11-08 21:36:25,261858613983318_509836149185562,29
1241,1.0,1.0,2.0,2015-11-08 21:35:45,261858613983318_509836099185567,95
1242,4.0,6.0,7.0,2015-11-08 21:35:13,261858613983318_509836029185574,113
1243,1.0,,,2015-11-08 21:34:54,261858613983318_509836002518910,19
1244,5.0,6.0,1.0,2015-11-08 21:34:44,261858613983318_509835955852248,120
1245,3.0,3.0,,2015-11-08 17:26:54,261858613983318_509799602522550,54
1246,11.0,1.0,2.0,2015-11-08 17:26:41,261858613983318_509799565855887,179
1247,1.0,1.0,1.0,2015-11-08 17:26:25,261858613983318_509799462522564,28
1248,2.0,4.0,3.0,2015-11-08 17:26:10,261858613983318_509799409189236,99
1249,4.0,1.0,,2015-11-08 17:25:55,261858613983318_509799362522574,24
1250,1.0,,,2015-11-08 17:25:37,261858613983318_509799289189248,41
1251,1.0,1.0,,2015-11-08 16:07:34,261858613983318_509786149190562,24
1252,2.0,3.0,1.0,2015-11-08 14:03:06,261858613983318_509750549194122,39
1253,,1.0,,2015-11-08 14:01:27,261858613983318_509750349194142,5
1254,,2.0,,2015-11-08 14:00:38,261858613983318_509750175860826,16
1255,11.0,2.0,16.0,2015-11-08 14:00:21,261858613983318_509750152527495,226
1256,3.0,5.0,2.0,2015-11-08 13:59:57,261858613983318_509750105860833,122
1257,2.0,,3.0,2015-11-08 13:58:50,261858613983318_509749955860848,110
1258,2.0,,,2015-11-08 13:58:32,261858613983318_509749929194184,74
1259,,,,2015-11-08 13:58:13,261858613983318_509749819194195,11
1260,5.0,4.0,1.0,2015-11-08 13:58:02,261858613983318_509749785860865,39
1261,1.0,1.0,,2015-11-08 13:57:51,261858613983318_509749692527541,52
1262,,4.0,2.0,2015-11-07 23:14:58,261858613983318_509591772543333,39
1263,6.0,2.0,1.0,2015-11-07 23:14:42,261858613983318_509591702543340,72
1264,1.0,1.0,,2015-11-07 23:14:29,261858613983318_509591655876678,36
1265,,,,2015-11-07 23:14:15,261858613983318_509591592543351,57
1266,4.0,3.0,1.0,2015-11-07 23:13:55,261858613983318_509590882543422,152
1267,1.0,5.0,,2015-11-07 13:56:17,261858613983318_509484185887425,91
1268,3.0,3.0,,2015-11-07 13:53:54,261858613983318_509483635887480,80
1269,8.0,2.0,5.0,2015-11-07 13:52:51,261858613983318_509483265887517,116
1270,7.0,,1.0,2015-11-07 13:52:15,261858613983318_509483145887529,53
1271,5.0,9.0,,2015-11-07 13:51:52,261858613983318_509483102554200,142
1272,30.0,11.0,5.0,2015-11-07 13:51:26,261858613983318_509482975887546,399
1273,4.0,6.0,10.0,2015-11-07 13:51:05,261858613983318_509482885887555,134
1274,1.0,1.0,3.0,2015-11-06 20:29:46,261858613983318_509273255908518,18
1275,13.0,,2.0,2015-11-06 20:28:03,261858613983318_509273029241874,138
1276,25.0,16.0,7.0,2015-11-06 20:27:12,261858613983318_509272852575225,414
1277,9.0,7.0,10.0,2015-11-06 20:26:16,261858613983318_509272712575239,221
1278,1.0,1.0,7.0,2015-11-06 20:24:27,261858613983318_509272432575267,69
1279,2.0,1.0,,2015-11-06 20:24:12,261858613983318_509272369241940,33
1280,5.0,1.0,,2015-11-06 20:22:19,261858613983318_509272062575304,55
1281,14.0,16.0,14.0,2015-11-06 20:20:29,261858613983318_509271729242004,417
1282,5.0,,5.0,2015-11-06 20:20:02,261858613983318_509271645908679,101
1283,9.0,8.0,,2015-11-06 20:19:24,261858613983318_509271579242019,171
1284,1.0,7.0,2.0,2015-11-06 20:19:03,261858613983318_509271532575357,190
1285,,2.0,1.0,2015-11-06 20:18:22,261858613983318_509271392575371,53
1286,7.0,11.0,11.0,2015-11-06 14:48:54,261858613983318_509209202581590,335
1287,2.0,8.0,,2015-11-06 14:48:20,261858613983318_509209105914933,90
1288,2.0,2.0,1.0,2015-11-06 14:46:36,261858613983318_509208842581626,31
1289,9.0,9.0,11.0,2015-11-06 14:45:54,261858613983318_509208782581632,292
1290,3.0,,5.0,2015-11-06 14:45:35,261858613983318_509208712581639,79
1291,1.0,,5.0,2015-11-06 14:44:49,261858613983318_509208605914983,59
1292,3.0,2.0,,2015-11-06 14:44:35,261858613983318_509208562581654,62
1293,6.0,6.0,1.0,2015-11-06 14:44:14,261858613983318_509208529248324,147
1294,1.0,2.0,,2015-11-06 14:43:21,261858613983318_509208395915004,18
1295,1.0,5.0,1.0,2015-11-06 14:43:09,261858613983318_509208369248340,85
1296,3.0,1.0,4.0,2015-11-06 14:42:49,261858613983318_509208312581679,81
1297,6.0,1.0,7.0,2015-11-06 14:41:23,261858613983318_509208059248371,193
1298,,1.0,12.0,2015-11-06 14:40:52,261858613983318_509208009248376,150
1299,1.0,1.0,,2015-11-06 14:40:40,261858613983318_509207962581714,21
1300,,1.0,,2015-11-06 14:40:28,261858613983318_509207932581717,2
1301,1.0,10.0,,2015-11-06 14:40:18,261858613983318_509207905915053,69
1302,1.0,2.0,,2015-11-05 23:33:45,261858613983318_509054235930420,44
1303,8.0,5.0,5.0,2015-11-05 22:01:18,261858613983318_509039942598516,194
1304,4.0,9.0,3.0,2015-11-05 22:00:56,261858613983318_509039862598524,115
1305,11.0,2.0,3.0,2015-11-05 22:00:29,261858613983318_509039785931865,160
1306,2.0,1.0,1.0,2015-11-05 22:00:14,261858613983318_509039769265200,19
1307,1.0,5.0,,2015-11-05 21:58:13,261858613983318_509039112598599,47
1308,2.0,,,2015-11-05 21:57:51,261858613983318_509039045931939,73
1309,3.0,,4.0,2015-11-05 21:57:28,261858613983318_509038852598625,45
1310,1.0,3.0,,2015-11-05 21:57:14,261858613983318_509038705931973,17
1311,2.0,1.0,1.0,2015-11-05 21:56:34,261858613983318_509038582598652,61
1312,,,3.0,2015-11-05 13:29:29,261858613983318_508955472606963,22
1313,16.0,6.0,4.0,2015-11-05 13:28:57,261858613983318_508955299273647,233
1314,1.0,,6.0,2015-11-05 13:28:32,261858613983318_508955202606990,64
1315,1.0,,,2015-11-05 13:28:10,261858613983318_508955059273671,14
1316,2.0,2.0,4.0,2015-11-05 13:28:01,261858613983318_508954999273677,34
1317,8.0,,1.0,2015-11-05 13:27:50,261858613983318_508954965940347,110
1318,,,2.0,2015-11-05 13:27:38,261858613983318_508954865940357,33
1319,6.0,1.0,7.0,2015-11-05 00:43:42,261858613983318_508820249287152,123
1320,2.0,8.0,11.0,2015-11-05 00:43:15,261858613983318_508820175953826,99
1321,3.0,1.0,9.0,2015-11-05 00:42:29,261858613983318_508819562620554,159
1322,6.0,1.0,3.0,2015-11-05 00:42:11,261858613983318_508819532620557,69
1323,3.0,3.0,1.0,2015-11-05 00:40:32,261858613983318_508818282620682,79
1324,25.0,15.0,16.0,2015-11-05 00:40:13,261858613983318_508818215954022,465
1325,,2.0,1.0,2015-11-05 00:39:45,261858613983318_508818105954033,126
1326,2.0,3.0,,2015-11-05 00:39:23,261858613983318_508818045954039,41
1327,9.0,1.0,,2015-11-05 00:39:12,261858613983318_508818015954042,124
1328,,,,2015-11-05 00:38:43,261858613983318_508817965954047,16
1329,5.0,3.0,10.0,2015-11-05 00:38:30,261858613983318_508817942620716,149
1330,1.0,,1.0,2015-11-04 12:27:38,261858613983318_508684889300688,51
1331,15.0,2.0,27.0,2015-11-04 12:26:24,261858613983318_508684672634043,389
1332,6.0,6.0,,2015-11-04 12:25:39,261858613983318_508684505967393,108
1333,5.0,3.0,,2015-11-04 12:24:55,261858613983318_508684005967443,161
1334,10.0,17.0,2.0,2015-11-04 12:24:30,261858613983318_508683942634116,281
1335,3.0,2.0,,2015-11-04 12:23:58,261858613983318_508683849300792,88
1336,9.0,19.0,1.0,2015-11-04 12:23:45,261858613983318_508683785967465,270
1337,15.0,20.0,25.0,2015-11-04 12:23:13,261858613983318_508683675967476,371
1338,5.0,3.0,4.0,2015-11-04 12:22:50,261858613983318_508683569300820,132
1339,19.0,5.0,,2015-11-04 12:22:12,261858613983318_508683402634170,241
1340,4.0,3.0,,2015-11-04 12:21:47,261858613983318_508683309300846,93
1341,,5.0,,2015-11-04 01:57:02,261858613983318_508503759318801,63
1342,1.0,2.0,2.0,2015-11-04 00:06:11,261858613983318_508489669320210,82
1343,11.0,6.0,10.0,2015-11-04 00:04:43,261858613983318_508489395986904,239
1344,5.0,14.0,3.0,2015-11-04 00:04:10,261858613983318_508489369320240,168
1345,,2.0,5.0,2015-11-04 00:03:24,261858613983318_508489302653580,64
1346,2.0,1.0,3.0,2015-11-03 17:11:33,261858613983318_508420292660481,75
1347,7.0,1.0,4.0,2015-11-03 17:09:38,261858613983318_508419659327211,132
1348,23.0,6.0,2.0,2015-11-03 17:08:55,261858613983318_508419585993885,382
1349,3.0,5.0,3.0,2015-11-03 17:07:55,261858613983318_508419499327227,79
1350,,1.0,1.0,2015-11-03 17:07:37,261858613983318_508419452660565,19
1351,,3.0,2.0,2015-11-03 17:02:43,261858613983318_508418865993957,76
1352,1.0,2.0,,2015-11-03 17:02:21,261858613983318_508418825993961,63
1353,1.0,1.0,3.0,2015-11-03 17:02:07,261858613983318_508418802660630,28
1354,,3.0,1.0,2015-11-03 17:01:54,261858613983318_508418782660632,38
1355,1.0,2.0,2.0,2015-11-03 17:01:34,261858613983318_508418752660635,26
1356,6.0,1.0,1.0,2015-11-03 17:01:14,261858613983318_508418695993974,68
1357,,1.0,1.0,2015-11-03 17:00:59,261858613983318_508418652660645,43
1358,1.0,,4.0,2015-11-03 17:00:50,261858613983318_508418632660647,24
1359,4.0,1.0,,2015-11-03 17:00:39,261858613983318_508418615993982,47
1360,18.0,10.0,2.0,2015-11-03 17:00:21,261858613983318_508418559327321,374
1361,8.0,2.0,5.0,2015-11-03 16:59:58,261858613983318_508418502660660,145
1362,5.0,3.0,3.0,2015-11-02 19:23:20,261858613983318_508168212685689,110
1363,9.0,11.0,2.0,2015-11-02 11:38:34,261858613983318_508096149359562,210
1364,5.0,4.0,,2015-11-02 11:38:16,261858613983318_508096106026233,132
1365,,1.0,,2015-11-02 11:37:06,261858613983318_508095976026246,6
1366,4.0,4.0,1.0,2015-11-02 11:36:56,261858613983318_508095936026250,99
1367,14.0,9.0,7.0,2015-11-02 11:36:39,261858613983318_508095899359587,414
1368,1.0,,,2015-11-02 11:36:03,261858613983318_508095829359594,19
1369,4.0,2.0,3.0,2015-11-02 11:35:53,261858613983318_508095816026262,56
1370,12.0,7.0,11.0,2015-11-01 16:27:07,261858613983318_507882822714228,227
1371,2.0,2.0,2.0,2015-11-01 16:26:05,261858613983318_507882572714253,34
1372,,,,2015-11-01 16:25:01,261858613983318_507882356047608,10
1373,,5.0,2.0,2015-11-01 16:24:21,261858613983318_507882239380953,89
1374,6.0,11.0,2.0,2015-11-01 16:22:23,261858613983318_507881919380985,195
1375,2.0,1.0,,2015-11-01 16:22:00,261858613983318_507881842714326,35
1376,1.0,4.0,1.0,2015-11-01 16:21:49,261858613983318_507881809380996,62
1377,,,,2015-11-01 16:21:36,261858613983318_507881776047666,17
1378,5.0,4.0,9.0,2015-11-01 16:21:08,261858613983318_507881722714338,264
1379,50.0,51.0,47.0,2015-11-01 09:32:54,261858613983318_507789199390257,1201
1380,,6.0,2.0,2015-11-01 09:29:42,261858613983318_507787712723739,107
1381,10.0,7.0,29.0,2015-11-01 09:28:23,261858613983318_507786429390534,332
1382,2.0,,1.0,2015-11-01 09:27:47,261858613983318_507786339390543,23
1383,,,,2015-11-01 09:27:36,261858613983318_507786272723883,14
1384,,,1.0,2015-11-01 09:27:16,261858613983318_507786169390560,19
1385,4.0,2.0,1.0,2015-11-01 09:27:01,261858613983318_507786109390566,64
1386,1.0,12.0,1.0,2015-11-01 09:26:49,261858613983318_507786069390570,92
1387,6.0,2.0,1.0,2015-11-01 09:26:30,261858613983318_507786009390576,160
1388,51.0,14.0,6.0,2015-11-01 09:25:44,261858613983318_507785859390591,883
1389,10.0,,2.0,2015-11-01 09:24:05,261858613983318_507785472723963,113
1390,8.0,6.0,,2015-11-01 09:23:52,261858613983318_507785459390631,221
1391,2.0,2.0,5.0,2015-10-31 22:06:43,261858613983318_507673762735134,56
1392,4.0,5.0,6.0,2015-10-31 22:06:10,261858613983318_507673652735145,111
1393,4.0,,3.0,2015-10-31 22:04:07,261858613983318_507673239401853,65
1394,6.0,1.0,,2015-10-31 22:03:38,261858613983318_507673109401866,41
1395,4.0,,,2015-10-31 22:02:52,261858613983318_507672912735219,70
1396,5.0,3.0,1.0,2015-10-31 22:02:18,261858613983318_507672792735231,113
1397,2.0,8.0,1.0,2015-10-31 22:02:02,261858613983318_507672726068571,119
1398,1.0,1.0,,2015-10-31 22:01:48,261858613983318_507672682735242,19
1399,21.0,25.0,42.0,2015-10-31 22:00:52,261858613983318_507672476068596,459
1400,1.0,,2.0,2015-10-31 22:00:20,261858613983318_507672346068609,54
1401,4.0,5.0,,2015-10-31 18:12:52,261858613983318_507646316071212,119
1402,1.0,,,2015-10-31 18:11:59,261858613983318_507646216071222,11
1403,4.0,3.0,3.0,2015-10-31 18:11:32,261858613983318_507646159404561,131
1404,,1.0,1.0,2015-10-31 18:10:57,261858613983318_507646089404568,27
1405,3.0,2.0,,2015-10-31 18:10:25,261858613983318_507646006071243,47
1406,8.0,4.0,1.0,2015-10-31 18:10:07,261858613983318_507645962737914,245
1407,3.0,,,2015-10-31 18:09:38,261858613983318_507645882737922,37
1408,7.0,1.0,3.0,2015-10-31 18:09:10,261858613983318_507645769404600,62
1409,,3.0,,2015-10-31 18:08:52,261858613983318_507645702737940,22
1410,3.0,2.0,3.0,2015-10-31 18:08:17,261858613983318_507645642737946,73
1411,6.0,8.0,6.0,2015-10-31 18:08:03,261858613983318_507645616071282,140
1412,5.0,,1.0,2015-10-29 16:57:05,261858613983318_507016306134213,92
1413,3.0,6.0,,2015-10-29 16:56:48,261858613983318_507016242800886,91
1414,2.0,,,2015-10-29 16:56:22,261858613983318_507016069467570,12
1415,10.0,10.0,,2015-10-29 16:55:31,261858613983318_507015482800962,215
1416,10.0,6.0,16.0,2015-10-29 16:53:22,261858613983318_507013992801111,313
1417,9.0,8.0,23.0,2015-10-29 16:51:55,261858613983318_507013062801204,176
1418,,1.0,,2015-10-29 16:51:35,261858613983318_507013002801210,75
1419,1.0,1.0,,2015-10-29 16:51:17,261858613983318_507012602801250,28
1420,1.0,7.0,13.0,2015-10-29 16:50:24,261858613983318_507012392801271,125
1421,1.0,2.0,,2015-10-29 16:50:04,261858613983318_507012069467970,11
1422,3.0,1.0,6.0,2015-10-29 16:49:34,261858613983318_507011752801335,126
1423,2.0,2.0,2.0,2015-10-29 16:49:15,261858613983318_507011286134715,41
1424,4.0,3.0,,2015-10-29 16:48:52,261858613983318_507011199468057,117
1425,1.0,1.0,5.0,2015-10-29 16:48:20,261858613983318_507010662801444,40
1426,2.0,1.0,,2015-10-29 16:48:07,261858613983318_507010609468116,30
1427,2.0,,3.0,2015-10-29 16:47:33,261858613983318_507010096134834,113
1428,6.0,,,2015-10-29 00:12:42,261858613983318_506739136161930,111
1429,1.0,7.0,1.0,2015-10-29 00:12:02,261858613983318_506739052828605,83
1430,1.0,4.0,4.0,2015-10-29 00:10:56,261858613983318_506738936161950,68
1431,4.0,,,2015-10-29 00:10:40,261858613983318_506738892828621,48
1432,,7.0,9.0,2015-10-29 00:10:18,261858613983318_506738876161956,189
1433,5.0,3.0,1.0,2015-10-29 00:08:04,261858613983318_506738679495309,74
1434,18.0,3.0,2.0,2015-10-29 00:07:29,261858613983318_506738616161982,253
1435,,4.0,,2015-10-28 11:15:07,261858613983318_506456169523560,19
1436,,2.0,,2015-10-28 11:14:57,261858613983318_506456119523565,44
1437,3.0,1.0,3.0,2015-10-28 11:14:41,261858613983318_506456059523571,118
1438,1.0,1.0,,2015-10-28 11:14:26,261858613983318_506455962856914,10
1439,8.0,11.0,13.0,2015-10-28 11:14:12,261858613983318_506455899523587,322
1440,,2.0,17.0,2015-10-28 11:13:46,261858613983318_506455786190265,99
1441,5.0,2.0,1.0,2015-10-28 11:10:42,261858613983318_506454332857077,85
1442,4.0,2.0,,2015-10-28 11:10:28,261858613983318_506454256190418,73
1443,4.0,3.0,1.0,2015-10-27 14:06:02,261858613983318_506242189544958,122
1444,2.0,,,2015-10-27 14:05:20,261858613983318_506242112878299,49
1445,1.0,,,2015-10-27 14:04:58,261858613983318_506241956211648,6
1446,8.0,4.0,,2015-10-27 14:04:47,261858613983318_506241926211651,106
1447,4.0,5.0,4.0,2015-10-27 14:03:59,261858613983318_506241772878333,86
1448,1.0,5.0,,2015-10-27 12:52:21,261858613983318_506230359546141,152
1449,1.0,,,2015-10-27 12:49:45,261858613983318_506229892879521,14
1450,28.0,20.0,9.0,2015-10-27 12:47:27,261858613983318_506229512879559,754
1451,2.0,2.0,1.0,2015-10-27 12:46:44,261858613983318_506229399546237,36
1452,3.0,2.0,,2015-10-27 12:46:31,261858613983318_506229372879573,51
1453,,1.0,,2015-10-27 12:46:10,261858613983318_506229322879578,16
1454,8.0,10.0,3.0,2015-10-27 12:45:59,261858613983318_506229296212914,171
1455,7.0,2.0,6.0,2015-10-27 12:45:42,261858613983318_506229242879586,115
1456,3.0,1.0,3.0,2015-10-27 12:45:26,261858613983318_506229226212921,65
1457,1.0,,1.0,2015-10-27 12:45:06,261858613983318_506229139546263,27
1458,8.0,7.0,4.0,2015-10-26 10:18:02,261858613983318_505953429573834,228
1459,6.0,11.0,5.0,2015-10-26 10:16:48,261858613983318_505953116240532,163
1460,8.0,6.0,,2015-10-26 10:15:38,261858613983318_505952942907216,99
1461,2.0,2.0,,2015-10-26 10:14:45,261858613983318_505952822907228,60
1462,3.0,1.0,2.0,2015-10-26 10:14:12,261858613983318_505952729573904,29
1463,5.0,1.0,1.0,2015-10-26 10:13:53,261858613983318_505952696240574,59
1464,7.0,,5.0,2015-10-26 10:12:25,261858613983318_505952499573927,99
1465,4.0,3.0,1.0,2015-10-26 10:12:07,261858613983318_505952419573935,94
1466,9.0,,1.0,2015-10-26 10:11:52,261858613983318_505952392907271,182
1467,6.0,3.0,1.0,2015-10-26 10:11:15,261858613983318_505952289573948,84
1468,1.0,1.0,1.0,2015-10-26 10:10:40,261858613983318_505952182907292,47
1469,,1.0,3.0,2015-10-26 10:09:15,261858613983318_505951892907321,33
1470,8.0,,2.0,2015-10-25 19:29:06,261858613983318_505816922920818,73
1471,7.0,1.0,9.0,2015-10-25 19:28:24,261858613983318_505816852920825,146
1472,10.0,4.0,14.0,2015-10-25 19:27:37,261858613983318_505816666254177,213
1473,,,,2015-10-25 19:26:53,261858613983318_505816572920853,21
1474,5.0,2.0,1.0,2015-10-25 19:25:58,261858613983318_505816476254196,85
1475,1.0,1.0,,2015-10-25 19:25:30,261858613983318_505815642920946,66
1476,,,,2015-10-25 19:25:08,261858613983318_505815582920952,22
1477,,,,2015-10-25 19:24:46,261858613983318_505815562920954,7
1478,7.0,6.0,11.0,2015-10-25 11:00:57,261858613983318_505724732930037,338
1479,10.0,5.0,3.0,2015-10-25 10:59:31,261858613983318_505724539596723,171
1480,2.0,1.0,,2015-10-25 10:59:03,261858613983318_505724346263409,17
1481,7.0,8.0,6.0,2015-10-25 10:57:54,261858613983318_505723656263478,216
1482,1.0,2.0,5.0,2015-10-25 10:55:44,261858613983318_505722826263561,42
1483,1.0,,1.0,2015-10-25 10:49:54,261858613983318_505720412930469,23
1484,6.0,2.0,8.0,2015-10-25 10:47:38,261858613983318_505719802930530,130
1485,3.0,1.0,,2015-10-25 10:47:11,261858613983318_505719649597212,36
1486,9.0,5.0,9.0,2015-10-25 10:46:55,261858613983318_505719502930560,122
1487,7.0,2.0,2.0,2015-10-25 10:45:59,261858613983318_505719172930593,191
1488,4.0,,,2015-10-25 10:45:23,261858613983318_505719096263934,57
1489,11.0,19.0,4.0,2015-10-25 10:42:12,261858613983318_505718549597322,269
1490,2.0,2.0,,2015-10-25 10:41:43,261858613983318_505718432930667,22
1491,2.0,3.0,8.0,2015-10-24 19:41:07,261858613983318_505567932945717,96
1492,,,1.0,2015-10-24 19:15:35,261858613983318_505565036279340,14
1493,1.0,2.0,,2015-10-24 19:15:22,261858613983318_505564986279345,20
1494,3.0,4.0,9.0,2015-10-24 19:14:35,261858613983318_505564906279353,119
1495,1.0,1.0,2.0,2015-10-24 19:14:14,261858613983318_505564826279361,62
1496,8.0,1.0,,2015-10-24 19:13:39,261858613983318_505564716279372,86
1497,12.0,2.0,,2015-10-24 19:13:08,261858613983318_505564689612708,139
1498,10.0,2.0,4.0,2015-10-24 19:12:38,261858613983318_505564656279378,162
1499,9.0,8.0,6.0,2015-10-24 19:11:18,261858613983318_505564546279389,240
1500,3.0,4.0,1.0,2015-10-24 18:09:30,261858613983318_505555852946925,86
1501,2.0,3.0,,2015-10-24 18:07:45,261858613983318_505555676280276,57
1502,5.0,7.0,8.0,2015-10-24 18:06:55,261858613983318_505555586280285,136
1503,1.0,,,2015-10-24 18:06:17,261858613983318_505555512946959,12
1504,,,2.0,2015-10-24 18:05:50,261858613983318_505555442946966,45
1505,6.0,5.0,,2015-10-24 18:05:20,261858613983318_505555082947002,146
1506,5.0,,2.0,2015-10-24 18:04:59,261858613983318_505555002947010,98
1507,5.0,1.0,1.0,2015-10-24 18:04:30,261858613983318_505554972947013,113
1508,2.0,3.0,9.0,2015-10-24 18:03:18,261858613983318_505554649613712,120
1509,7.0,5.0,9.0,2015-10-24 17:58:51,261858613983318_505554102947100,197
1510,,,2.0,2015-10-24 17:57:44,261858613983318_505553846280459,9
1511,2.0,,,2015-10-24 17:57:31,261858613983318_505553789613798,24
1512,9.0,2.0,5.0,2015-10-23 17:22:16,261858613983318_505297912972719,255
1513,,1.0,,2015-10-23 17:21:26,261858613983318_505297746306069,4
1514,1.0,4.0,8.0,2015-10-23 10:18:02,261858613983318_505217916314052,109
1515,23.0,14.0,18.0,2015-10-22 21:03:16,261858613983318_505068366329007,500
1516,2.0,2.0,1.0,2015-10-22 21:00:59,261858613983318_505067919662385,58
1517,9.0,7.0,,2015-10-22 21:00:43,261858613983318_505067846329059,148
1518,1.0,,2.0,2015-10-22 20:59:26,261858613983318_505067716329072,16
1519,7.0,6.0,,2015-10-22 20:58:45,261858613983318_505067552995755,230
1520,6.0,5.0,21.0,2015-10-22 20:57:23,261858613983318_505067456329098,202
1521,6.0,1.0,8.0,2015-10-22 20:56:42,261858613983318_505067362995774,137
1522,7.0,4.0,1.0,2015-10-22 20:55:57,261858613983318_505067279662449,199
1523,5.0,1.0,5.0,2015-10-22 20:55:22,261858613983318_505067236329120,102
1524,14.0,14.0,4.0,2015-10-22 20:54:15,261858613983318_505067142995796,272
1525,4.0,1.0,,2015-10-21 19:51:28,261858613983318_504828719686305,77
1526,,1.0,,2015-10-21 19:50:11,261858613983318_504828196353024,22
1527,3.0,2.0,1.0,2015-10-21 19:46:47,261858613983318_504827596353084,72
1528,2.0,,,2015-10-21 19:46:10,261858613983318_504826993019811,25
1529,7.0,9.0,5.0,2015-10-21 19:44:48,261858613983318_504826836353160,120
1530,7.0,5.0,4.0,2015-10-21 19:44:20,261858613983318_504826769686500,174
1531,,1.0,,2015-10-21 19:43:38,261858613983318_504826626353181,5
1532,3.0,1.0,,2015-10-21 19:43:20,261858613983318_504826589686518,66
1533,2.0,1.0,2.0,2015-10-21 19:42:54,261858613983318_504826513019859,23
1534,6.0,4.0,3.0,2015-10-21 19:42:40,261858613983318_504826456353198,133
1535,2.0,7.0,8.0,2015-10-21 11:39:24,261858613983318_504758513026659,201
1536,8.0,1.0,8.0,2015-10-21 11:37:51,261858613983318_504758309693346,152
1537,5.0,1.0,1.0,2015-10-21 11:37:19,261858613983318_504758223026688,83
1538,14.0,7.0,3.0,2015-10-21 11:36:52,261858613983318_504758153026695,377
1539,17.0,5.0,8.0,2015-10-21 11:36:24,261858613983318_504758076360036,232
1540,1.0,8.0,9.0,2015-10-21 11:35:41,261858613983318_504758006360043,134
1541,2.0,,2.0,2015-10-20 18:06:29,261858613983318_504595213042989,57
1542,,2.0,4.0,2015-10-20 18:05:24,261858613983318_504595083043002,102
1543,4.0,2.0,1.0,2015-10-20 18:04:46,261858613983318_504594979709679,122
1544,6.0,3.0,1.0,2015-10-20 18:04:19,261858613983318_504594923043018,72
1545,1.0,,,2015-10-20 18:03:46,261858613983318_504594869709690,30
1546,15.0,8.0,3.0,2015-10-20 18:03:17,261858613983318_504594809709696,364
1547,,1.0,,2015-10-20 18:02:01,261858613983318_504594679709709,6
