,Posemo,Negemo,Work,Date,Status_id,length_messages
368,,,1.0,2013-11-19 18:14:47,496760523694278_613848428652153,57
369,,,1.0,2013-11-19 18:13:58,496760523694278_613848228652173,9
370,4.0,2.0,,2013-11-19 18:13:16,496760523694278_613848015318861,107
371,,,2.0,2013-11-19 18:13:05,496760523694278_613847988652197,10
372,1.0,2.0,,2013-11-19 18:11:42,496760523694278_613847738652222,31
373,5.0,,6.0,2013-11-19 18:11:27,496760523694278_613847688652227,49
374,4.0,2.0,10.0,2013-11-19 18:11:15,496760523694278_613847651985564,91
375,7.0,3.0,1.0,2013-11-19 18:10:59,496760523694278_613847575318905,232
376,,,,2013-11-19 18:10:41,496760523694278_613847481985581,42
377,1.0,1.0,,2013-11-19 18:10:23,496760523694278_613847395318923,16
378,,2.0,,2013-11-19 18:10:10,496760523694278_613847311985598,40
379,1.0,1.0,3.0,2013-11-19 18:09:56,496760523694278_613847235318939,50
380,,1.0,,2013-11-19 18:08:26,496760523694278_613846948652301,17
381,7.0,4.0,3.0,2013-11-19 18:08:10,496760523694278_613846908652305,247
382,9.0,11.0,7.0,2013-11-19 18:07:43,496760523694278_613846788652317,280
383,1.0,8.0,2.0,2013-11-19 03:33:11,496760523694278_613571062013223,51
384,1.0,1.0,1.0,2013-11-19 03:32:44,496760523694278_613570988679897,52
385,,5.0,,2013-11-19 03:32:13,496760523694278_613570868679909,78
386,3.0,2.0,,2013-11-19 03:31:46,496760523694278_613570682013261,56
387,4.0,5.0,,2013-11-19 03:31:28,496760523694278_613570622013267,109
388,2.0,2.0,1.0,2013-11-19 03:31:14,496760523694278_613570575346605,62
389,5.0,2.0,1.0,2013-11-19 03:31:01,496760523694278_613570528679943,50
390,4.0,,1.0,2013-11-19 03:30:31,496760523694278_613570412013288,30
391,3.0,3.0,2.0,2013-11-19 03:30:07,496760523694278_613570352013294,90
392,6.0,9.0,3.0,2013-11-19 03:29:57,496760523694278_613570325346630,195
393,,1.0,1.0,2013-11-19 03:29:25,496760523694278_613570235346639,27
394,3.0,3.0,2.0,2013-11-19 03:29:17,496760523694278_613570205346642,57
395,2.0,1.0,3.0,2013-11-19 03:28:37,496760523694278_613570105346652,39
396,4.0,4.0,2.0,2013-11-19 03:27:58,496760523694278_613569965346666,99
397,1.0,1.0,1.0,2013-11-19 03:27:36,496760523694278_613569895346673,16
398,2.0,1.0,,2013-11-19 00:38:38,496760523694278_613532638683732,20
399,5.0,11.0,,2013-11-19 00:38:31,496760523694278_613532632017066,158
400,5.0,3.0,1.0,2013-11-19 00:37:57,496760523694278_613532535350409,131
401,1.0,1.0,,2013-11-19 00:37:36,496760523694278_613532482017081,30
402,4.0,3.0,4.0,2013-11-19 00:36:46,496760523694278_613532395350423,76
403,,4.0,3.0,2013-11-19 00:36:15,496760523694278_613532318683764,54
404,,,,2013-11-19 00:35:31,496760523694278_613532192017110,29
405,2.0,1.0,,2013-11-19 00:35:11,496760523694278_613532152017114,28
406,7.0,2.0,5.0,2013-11-19 00:34:59,496760523694278_613532135350449,78
407,2.0,2.0,,2013-11-19 00:32:51,496760523694278_613531905350472,61
408,2.0,8.0,12.0,2013-11-19 00:32:39,496760523694278_613531882017141,132
409,9.0,15.0,6.0,2013-11-19 00:32:06,496760523694278_613531748683821,501
410,2.0,,,2013-11-19 00:31:03,496760523694278_613531595350503,25
411,1.0,2.0,,2013-11-19 00:30:48,496760523694278_613531565350506,41
412,5.0,1.0,,2013-11-19 00:30:29,496760523694278_613531512017178,25
413,,1.0,,2013-11-19 00:30:15,496760523694278_613531485350514,73
414,1.0,,1.0,2013-11-19 00:29:57,496760523694278_613531408683855,49
415,2.0,,3.0,2013-11-18 18:38:18,496760523694278_613420898694906,91
416,1.0,,2.0,2013-11-18 18:37:03,496760523694278_613420548694941,56
417,,2.0,,2013-11-18 18:36:56,496760523694278_613420525361610,15
418,2.0,2.0,4.0,2013-11-18 18:36:28,496760523694278_613420332028296,105
419,,1.0,1.0,2013-11-18 18:35:59,496760523694278_613420195361643,28
420,3.0,4.0,,2013-11-18 18:35:47,496760523694278_613420178694978,52
421,6.0,6.0,,2013-11-18 18:33:48,496760523694278_613419768695019,130
422,3.0,3.0,2.0,2013-11-18 18:33:37,496760523694278_613419735361689,116
423,10.0,9.0,4.0,2013-11-18 18:32:33,496760523694278_613419325361730,205
424,1.0,1.0,,2013-11-18 18:32:03,496760523694278_613419082028421,20
425,2.0,1.0,1.0,2013-11-18 18:31:45,496760523694278_613419035361759,26
426,1.0,,1.0,2013-11-18 18:31:30,496760523694278_613418868695109,67
427,7.0,2.0,2.0,2013-11-18 18:31:21,496760523694278_613418805361782,93
428,14.0,6.0,1.0,2013-11-18 18:31:06,496760523694278_613418605361802,181
429,,1.0,,2013-11-18 15:35:42,496760523694278_613362642034065,17
430,,,1.0,2013-11-18 15:34:58,496760523694278_613362402034089,10
431,,2.0,6.0,2013-11-18 15:34:46,496760523694278_613362345367428,53
432,2.0,1.0,3.0,2013-11-18 15:34:04,496760523694278_613362158700780,34
433,2.0,,,2013-11-18 15:33:57,496760523694278_613362132034116,31
434,,6.0,2.0,2013-11-18 15:33:35,496760523694278_613362055367457,36
435,3.0,4.0,2.0,2013-11-18 15:33:19,496760523694278_613361975367465,75
436,,4.0,3.0,2013-11-18 15:32:42,496760523694278_613361845367478,46
437,,1.0,2.0,2013-11-18 15:32:35,496760523694278_613361822034147,59
438,1.0,,,2013-11-18 15:31:54,496760523694278_613361672034162,67
439,9.0,5.0,11.0,2013-11-18 15:31:35,496760523694278_613361618700834,536
440,4.0,2.0,3.0,2013-11-18 15:30:45,496760523694278_613360792034250,92
441,4.0,2.0,2.0,2013-11-18 15:30:27,496760523694278_613360708700925,62
442,,1.0,,2013-11-18 15:29:37,496760523694278_613360545367608,20
443,1.0,,,2013-11-18 15:29:29,496760523694278_613360495367613,48
444,4.0,4.0,5.0,2013-11-18 15:29:02,496760523694278_613360378700958,134
445,1.0,,1.0,2013-11-18 15:28:52,496760523694278_613360342034295,24
446,1.0,1.0,,2013-11-18 15:28:38,496760523694278_613360268700969,26
447,2.0,2.0,5.0,2013-11-17 23:47:56,496760523694278_613075555396107,81
448,5.0,1.0,,2013-11-17 23:47:30,496760523694278_613075495396113,48
449,5.0,6.0,16.0,2013-11-17 23:47:24,496760523694278_613075475396115,196
450,13.0,,,2013-11-17 23:47:03,496760523694278_613075405396122,117
451,4.0,,,2013-11-17 23:46:37,496760523694278_613075368729459,37
452,1.0,1.0,1.0,2013-11-17 23:46:11,496760523694278_613075292062800,33
453,,7.0,1.0,2013-11-17 23:45:40,496760523694278_613075195396143,87
454,9.0,1.0,,2013-11-17 23:45:19,496760523694278_613075145396148,76
455,,1.0,,2013-11-17 23:45:07,496760523694278_613075105396152,21
456,1.0,2.0,1.0,2013-11-17 23:44:45,496760523694278_613075022062827,72
457,2.0,1.0,3.0,2013-11-17 23:44:31,496760523694278_613074965396166,108
458,1.0,,,2013-11-17 23:43:55,496760523694278_613074628729533,47
459,3.0,4.0,1.0,2013-11-17 23:43:46,496760523694278_613074592062870,79
460,,2.0,,2013-11-17 23:43:34,496760523694278_613074412062888,43
461,2.0,,1.0,2013-11-17 23:43:22,496760523694278_613074158729580,25
462,4.0,2.0,,2013-11-17 23:43:11,496760523694278_613074105396252,96
463,2.0,1.0,,2013-11-17 20:02:52,496760523694278_613019302068399,14
464,4.0,8.0,1.0,2013-11-17 20:02:46,496760523694278_613019275401735,125
465,9.0,10.0,7.0,2013-11-17 20:02:23,496760523694278_613019098735086,225
466,5.0,1.0,,2013-11-17 20:01:30,496760523694278_613018868735109,53
467,1.0,1.0,,2013-11-17 20:01:08,496760523694278_613018752068454,36
468,1.0,1.0,,2013-11-17 20:00:45,496760523694278_613018658735130,13
469,8.0,21.0,5.0,2013-11-17 20:00:02,496760523694278_613018482068481,508
470,,2.0,2.0,2013-11-17 19:59:43,496760523694278_613018418735154,35
471,2.0,3.0,,2013-11-17 19:59:38,496760523694278_613018405401822,63
472,1.0,,,2013-11-17 19:59:18,496760523694278_613018332068496,24
473,,1.0,,2013-11-17 19:57:26,496760523694278_613017968735199,23
474,1.0,1.0,1.0,2013-11-17 19:57:06,496760523694278_613017938735202,18
475,2.0,,2.0,2013-11-17 19:57:01,496760523694278_613017898735206,46
476,1.0,,,2013-11-17 19:56:54,496760523694278_613017872068542,15
477,4.0,5.0,,2013-11-17 19:56:43,496760523694278_613017832068546,109
478,,3.0,,2013-11-17 19:56:03,496760523694278_613017678735228,37
479,7.0,1.0,1.0,2013-11-16 22:19:20,496760523694278_612624408774555,72
480,9.0,6.0,,2013-11-16 22:19:01,496760523694278_612624352107894,199
481,4.0,1.0,,2013-11-16 22:18:27,496760523694278_612624198774576,45
482,12.0,1.0,4.0,2013-11-16 22:18:17,496760523694278_612624178774578,178
483,3.0,1.0,,2013-11-16 22:17:49,496760523694278_612624088774587,56
484,3.0,1.0,,2013-11-16 22:17:01,496760523694278_612623985441264,42
485,2.0,2.0,,2013-11-16 22:16:52,496760523694278_612623948774601,45
486,1.0,1.0,2.0,2013-11-16 22:16:35,496760523694278_612623875441275,24
487,8.0,1.0,4.0,2013-11-16 22:16:23,496760523694278_612623835441279,90
488,4.0,2.0,,2013-11-16 22:15:23,496760523694278_612623658774630,49
489,1.0,,,2013-11-16 22:15:06,496760523694278_612623625441300,14
490,1.0,4.0,,2013-11-16 22:14:58,496760523694278_612623592107970,82
491,1.0,,3.0,2013-11-16 22:14:27,496760523694278_612623528774643,55
492,1.0,1.0,2.0,2013-11-16 22:13:52,496760523694278_612623408774655,31
493,2.0,,,2013-11-16 22:13:37,496760523694278_612623355441327,32
494,1.0,5.0,1.0,2013-11-16 22:13:18,496760523694278_612623258774670,73
495,1.0,3.0,,2013-11-16 17:19:30,496760523694278_612546868782309,57
496,1.0,1.0,3.0,2013-11-16 17:18:56,496760523694278_612546662115663,41
497,10.0,9.0,4.0,2013-11-16 17:18:46,496760523694278_612546585449004,191
498,,1.0,1.0,2013-11-16 17:18:01,496760523694278_612546335449029,31
499,2.0,2.0,,2013-11-16 17:17:46,496760523694278_612546245449038,71
500,22.0,2.0,18.0,2013-11-16 17:17:07,496760523694278_612546048782391,298
501,,,,2013-11-16 17:16:58,496760523694278_612545998782396,22
502,2.0,,3.0,2013-11-16 17:16:46,496760523694278_612545975449065,39
503,1.0,,,2013-11-16 17:16:33,496760523694278_612545892115740,10
504,1.0,2.0,1.0,2013-11-16 17:16:26,496760523694278_612545835449079,41
505,1.0,5.0,3.0,2013-11-16 17:16:20,496760523694278_612545808782415,99
506,1.0,3.0,,2013-11-16 17:15:12,496760523694278_612545335449129,54
507,2.0,1.0,,2013-11-16 17:15:00,496760523694278_612545268782469,25
508,1.0,5.0,,2013-11-16 17:14:50,496760523694278_612545222115807,49
509,1.0,2.0,,2013-11-16 17:14:39,496760523694278_612545175449145,81
510,2.0,1.0,,2013-11-16 17:14:26,496760523694278_612545095449153,24
511,,,,2013-11-16 17:14:19,496760523694278_612545045449158,40
512,2.0,,1.0,2013-11-16 17:14:07,496760523694278_612544978782498,35
513,4.0,5.0,,2013-11-16 17:13:50,496760523694278_612544878782508,117
514,2.0,,1.0,2013-11-16 15:05:52,496760523694278_612505138786482,46
515,,1.0,,2013-11-16 15:05:19,496760523694278_612505008786495,12
516,,1.0,,2013-11-16 15:04:53,496760523694278_612504928786503,17
517,,2.0,1.0,2013-11-16 15:04:27,496760523694278_612504815453181,19
518,2.0,,1.0,2013-11-16 15:04:19,496760523694278_612504778786518,28
519,,6.0,9.0,2013-11-16 15:04:15,496760523694278_612504755453187,96
520,,2.0,1.0,2013-11-16 15:03:33,496760523694278_612504662119863,30
521,8.0,4.0,,2013-11-16 15:03:19,496760523694278_612504572119872,84
522,2.0,2.0,1.0,2013-11-16 15:02:54,496760523694278_612504365453226,20
523,2.0,,,2013-11-16 15:02:50,496760523694278_612504338786562,42
524,,3.0,1.0,2013-11-16 15:02:22,496760523694278_612504272119902,43
525,13.0,8.0,7.0,2013-11-16 15:01:59,496760523694278_612504195453243,326
526,22.0,11.0,5.0,2013-11-16 15:01:05,496760523694278_612503992119930,473
527,1.0,,1.0,2013-11-16 15:00:27,496760523694278_612503882119941,46
528,,2.0,,2013-11-16 15:00:10,496760523694278_612503835453279,22
529,1.0,3.0,,2013-11-16 15:00:02,496760523694278_612503802119949,37
530,3.0,1.0,,2013-11-16 14:59:57,496760523694278_612503778786618,24
531,7.0,,,2013-11-16 01:22:23,496760523694278_612278082142521,58
532,,,,2013-11-16 01:21:56,496760523694278_612277985475864,11
533,3.0,3.0,,2013-11-16 01:21:47,496760523694278_612277975475865,60
534,3.0,,2.0,2013-11-16 01:21:21,496760523694278_612277895475873,72
535,2.0,,,2013-11-16 01:21:10,496760523694278_612277852142544,47
536,1.0,1.0,1.0,2013-11-16 01:20:54,496760523694278_612277818809214,29
537,2.0,2.0,1.0,2013-11-16 01:20:46,496760523694278_612277805475882,50
538,2.0,,,2013-11-16 01:20:26,496760523694278_612277772142552,53
539,1.0,1.0,,2013-11-16 01:19:28,496760523694278_612277645475898,92
540,,,,2013-11-16 01:19:16,496760523694278_612277618809234,15
541,,,1.0,2013-11-16 01:19:09,496760523694278_612277595475903,16
542,,,1.0,2013-11-16 01:18:39,496760523694278_612277522142577,25
543,5.0,1.0,4.0,2013-11-16 01:18:30,496760523694278_612277508809245,68
544,5.0,1.0,5.0,2013-11-16 01:18:24,496760523694278_612277405475922,131
545,2.0,1.0,1.0,2013-11-16 01:18:17,496760523694278_612277392142590,22
546,4.0,,1.0,2013-11-16 01:18:12,496760523694278_612277378809258,29
547,,,,2013-11-15 21:05:04,496760523694278_580450992028648,9
548,1.0,2.0,,2013-11-15 18:44:36,496760523694278_612153758821620,27
549,,,,2013-11-15 18:09:43,496760523694278_612143035489359,13
550,,,,2013-11-15 18:09:33,496760523694278_612143015489361,23
551,2.0,12.0,,2013-11-15 18:09:14,496760523694278_612142965489366,131
552,11.0,11.0,6.0,2013-11-15 18:08:42,496760523694278_612142792156050,338
553,,,4.0,2013-11-15 18:08:06,496760523694278_612142562156073,45
554,1.0,,,2013-11-15 18:07:55,496760523694278_612142525489410,13
555,3.0,,2.0,2013-11-15 18:07:45,496760523694278_612142485489414,66
556,,,1.0,2013-11-15 18:07:20,496760523694278_612142368822759,28
557,4.0,1.0,,2013-11-15 18:07:04,496760523694278_612142275489435,59
558,3.0,,,2013-11-15 18:06:56,496760523694278_612142228822773,29
559,13.0,2.0,3.0,2013-11-15 18:06:47,496760523694278_612142195489443,174
560,,,,2013-11-15 18:06:36,496760523694278_612142125489450,23
561,6.0,2.0,2.0,2013-11-15 18:06:20,496760523694278_612142055489457,101
562,3.0,2.0,1.0,2013-11-15 18:04:40,496760523694278_612141458822850,25
563,1.0,,,2013-11-15 18:03:57,496760523694278_612141235489539,24
564,,1.0,,2013-11-15 18:03:45,496760523694278_612141202156209,8
565,,,,2013-11-15 03:09:43,496760523694278_579830812090666,14
566,2.0,2.0,,2013-11-15 01:30:46,496760523694278_611762782194051,88
567,,2.0,1.0,2013-11-15 01:30:08,496760523694278_611762708860725,90
568,4.0,2.0,,2013-11-15 01:29:39,496760523694278_611761842194145,44
569,,,,2013-11-15 01:28:51,496760523694278_611761732194156,18
570,1.0,,,2013-11-15 01:28:16,496760523694278_611761695527493,21
571,5.0,,1.0,2013-11-15 01:28:06,496760523694278_611761685527494,89
572,,,1.0,2013-11-15 01:27:49,496760523694278_611761645527498,22
573,9.0,6.0,,2013-11-15 01:27:41,496760523694278_611761625527500,244
574,2.0,4.0,,2013-11-15 01:27:16,496760523694278_611761578860838,46
575,1.0,,,2013-11-15 01:27:05,496760523694278_611761558860840,39
576,6.0,,,2013-11-15 01:26:53,496760523694278_611761532194176,50
577,3.0,5.0,4.0,2013-11-15 01:26:41,496760523694278_611761512194178,83
578,1.0,5.0,1.0,2013-11-15 01:26:35,496760523694278_611761492194180,32
579,1.0,1.0,,2013-11-15 01:26:24,496760523694278_611761448860851,34
580,,2.0,,2013-11-15 01:26:02,496760523694278_611761415527521,21
581,2.0,5.0,1.0,2013-11-15 01:25:47,496760523694278_611761392194190,52
582,2.0,5.0,2.0,2013-11-14 23:48:56,496760523694278_611697262200603,78
583,,,,2013-11-14 23:48:43,496760523694278_611697172200612,24
584,1.0,1.0,4.0,2013-11-14 23:48:27,496760523694278_611697068867289,73
585,1.0,11.0,3.0,2013-11-14 23:48:16,496760523694278_611697032200626,169
586,1.0,1.0,,2013-11-14 23:48:02,496760523694278_611696958867300,10
587,1.0,1.0,1.0,2013-11-14 23:47:46,496760523694278_611696918867304,58
588,5.0,1.0,4.0,2013-11-14 23:47:36,496760523694278_611696885533974,88
589,4.0,5.0,1.0,2013-11-14 23:47:24,496760523694278_611696855533977,87
590,,1.0,,2013-11-14 23:47:16,496760523694278_611696832200646,25
591,1.0,2.0,,2013-11-14 23:47:08,496760523694278_611696808867315,40
592,,,,2013-11-14 23:46:46,496760523694278_611696718867324,19
593,5.0,2.0,,2013-11-14 23:46:37,496760523694278_611696688867327,100
594,1.0,2.0,,2013-11-14 18:29:42,496760523694278_611523755551287,22
595,10.0,11.0,,2013-11-14 18:29:19,496760523694278_611523638884632,268
596,1.0,2.0,,2013-11-14 18:28:32,496760523694278_611523442217985,81
597,3.0,,5.0,2013-11-14 18:28:16,496760523694278_611523358884660,70
598,1.0,,,2013-11-14 18:27:49,496760523694278_611523275551335,18
599,1.0,,,2013-11-14 18:27:33,496760523694278_611523215551341,28
600,2.0,2.0,,2013-11-14 18:27:24,496760523694278_611523175551345,38
601,3.0,,,2013-11-14 18:27:16,496760523694278_611523158884680,56
602,,1.0,,2013-11-14 18:26:31,496760523694278_611522935551369,21
603,7.0,2.0,,2013-11-14 18:24:57,496760523694278_611522522218077,78
604,6.0,3.0,,2013-11-14 18:24:50,496760523694278_611522505551412,111
605,12.0,3.0,22.0,2013-11-14 18:24:41,496760523694278_611522448884751,259
606,1.0,2.0,,2013-11-14 18:23:32,496760523694278_611522258884770,22
607,2.0,1.0,3.0,2013-11-14 18:23:25,496760523694278_611522242218105,60
608,6.0,4.0,6.0,2013-11-14 18:23:01,496760523694278_611522115551451,163
609,,,2.0,2013-11-14 03:40:12,496760523694278_611170442253285,22
610,,,,2013-11-14 03:38:25,496760523694278_611170152253314,15
611,4.0,5.0,,2013-11-14 03:38:17,496760523694278_611170125586650,116
612,1.0,,,2013-11-14 03:37:59,496760523694278_611170098919986,48
613,1.0,,,2013-11-14 03:37:50,496760523694278_611170085586654,38
614,13.0,7.0,33.0,2013-11-14 03:37:34,496760523694278_611170048919991,339
615,7.0,6.0,9.0,2013-11-14 03:35:11,496760523694278_611169812253348,197
616,3.0,3.0,2.0,2013-11-14 03:34:28,496760523694278_611169745586688,70
617,2.0,,,2013-11-14 03:33:56,496760523694278_611169698920026,25
618,,2.0,,2013-11-14 03:33:26,496760523694278_611169635586699,17
619,3.0,3.0,,2013-11-14 03:33:17,496760523694278_611169585586704,63
620,4.0,1.0,3.0,2013-11-14 03:33:12,496760523694278_611169582253371,72
621,,,,2013-11-14 03:32:58,496760523694278_611169555586707,19
622,9.0,9.0,1.0,2013-11-14 03:32:48,496760523694278_611169535586709,197
623,,,2.0,2013-11-14 03:32:29,496760523694278_611169502253379,57
624,5.0,,1.0,2013-11-14 02:11:22,496760523694278_611156935587969,52
625,12.0,3.0,6.0,2013-11-14 02:10:58,496760523694278_611156905587972,167
626,,,,2013-11-14 02:10:47,496760523694278_611156875587975,24
627,4.0,3.0,2.0,2013-11-14 02:10:34,496760523694278_611156845587978,44
628,1.0,,,2013-11-14 02:10:26,496760523694278_611156832254646,15
629,1.0,3.0,,2013-11-14 02:10:15,496760523694278_611156812254648,87
630,1.0,1.0,,2013-11-14 02:09:34,496760523694278_611156645587998,111
631,3.0,3.0,6.0,2013-11-14 02:09:18,496760523694278_611156612254668,100
632,4.0,1.0,,2013-11-14 02:08:39,496760523694278_611156512254678,64
633,,,,2013-11-14 02:08:00,496760523694278_611156405588022,9
634,6.0,5.0,1.0,2013-11-14 02:07:13,496760523694278_611156352254694,176
635,,1.0,1.0,2013-11-14 02:06:55,496760523694278_611156298921366,30
636,2.0,1.0,,2013-11-14 02:06:38,496760523694278_611156258921370,50
637,1.0,2.0,1.0,2013-11-14 02:06:32,496760523694278_611156238921372,78
638,1.0,2.0,2.0,2013-11-14 02:06:17,496760523694278_611156192254710,50
639,2.0,,,2013-11-14 02:05:56,496760523694278_611156148921381,42
640,,1.0,,2013-11-13 16:27:24,496760523694278_610995032270826,8
641,3.0,1.0,,2013-11-13 16:27:16,496760523694278_610995005604162,59
642,3.0,2.0,2.0,2013-11-13 16:26:29,496760523694278_610994752270854,40
643,1.0,,1.0,2013-11-13 16:26:00,496760523694278_610994648937531,47
644,1.0,4.0,2.0,2013-11-13 16:25:43,496760523694278_610994585604204,86
645,1.0,2.0,1.0,2013-11-13 16:23:44,496760523694278_610993958937600,53
646,2.0,2.0,1.0,2013-11-13 16:22:33,496760523694278_610993602270969,96
647,1.0,1.0,,2013-11-13 16:22:03,496760523694278_610993502270979,26
648,2.0,3.0,1.0,2013-11-13 16:21:48,496760523694278_610993432270986,109
649,1.0,,,2013-11-13 16:21:31,496760523694278_610993375604325,44
650,2.0,2.0,1.0,2013-11-13 16:21:20,496760523694278_610993328937663,65
651,1.0,,,2013-11-13 16:21:12,496760523694278_610993302270999,16
652,4.0,3.0,8.0,2013-11-13 16:21:06,496760523694278_610993275604335,136
653,1.0,,,2013-11-13 13:44:53,496760523694278_610941392276190,22
654,2.0,3.0,,2013-11-13 13:44:48,496760523694278_610941368942859,79
655,3.0,3.0,5.0,2013-11-13 13:44:25,496760523694278_610941172276212,93
656,,,,2013-11-13 13:44:06,496760523694278_610941065609556,22
657,5.0,,,2013-11-13 13:43:46,496760523694278_610940985609564,88
658,2.0,1.0,3.0,2013-11-13 13:43:10,496760523694278_610940898942906,49
659,,9.0,,2013-11-13 13:42:00,496760523694278_610940688942927,71
660,1.0,4.0,,2013-11-13 13:40:36,496760523694278_610940342276295,50
661,6.0,3.0,2.0,2013-11-13 13:40:18,496760523694278_610940262276303,117
662,9.0,2.0,12.0,2013-11-13 13:39:28,496760523694278_610939988942997,118
663,,,,2013-11-13 13:38:41,496760523694278_610939725609690,11
664,5.0,6.0,6.0,2013-11-13 13:38:35,496760523694278_610939692276360,119
665,1.0,1.0,1.0,2013-11-13 13:38:16,496760523694278_610939628943033,30
666,,,,2013-11-13 13:38:09,496760523694278_610939605609702,14
667,1.0,3.0,1.0,2013-11-13 13:38:02,496760523694278_610939578943038,91
668,8.0,3.0,6.0,2013-11-13 13:37:51,496760523694278_610939538943042,171
669,1.0,,1.0,2013-11-13 03:18:43,496760523694278_610761402294189,30
670,5.0,1.0,1.0,2013-11-13 03:18:28,496760523694278_610761368960859,80
671,,,2.0,2013-11-13 03:18:05,496760523694278_610761282294201,45
672,,,,2013-11-13 03:17:54,496760523694278_610761258960870,23
673,,2.0,1.0,2013-11-13 03:14:18,496760523694278_610760505627612,14
674,,,1.0,2013-11-13 03:13:58,496760523694278_610760448960951,14
675,1.0,3.0,2.0,2013-11-13 03:13:24,496760523694278_610760338960962,64
676,1.0,,,2013-11-13 03:12:18,496760523694278_610760172294312,14
677,,,,2013-11-13 03:12:12,496760523694278_610760162294313,36
678,3.0,8.0,14.0,2013-11-13 03:11:59,496760523694278_610760122294317,120
679,10.0,1.0,3.0,2013-11-13 03:10:26,496760523694278_610759782294351,153
680,12.0,16.0,7.0,2013-11-13 03:10:17,496760523694278_610759765627686,470
681,5.0,2.0,4.0,2013-11-13 02:16:35,496760523694278_610751325628530,89
682,4.0,3.0,2.0,2013-11-13 02:15:59,496760523694278_610751208961875,45
683,,1.0,,2013-11-13 02:14:37,496760523694278_610750998961896,7
684,2.0,2.0,1.0,2013-11-13 02:13:49,496760523694278_610750915628571,53
685,4.0,2.0,1.0,2013-11-13 02:13:37,496760523694278_610750852295244,24
686,1.0,1.0,2.0,2013-11-13 02:13:29,496760523694278_610750832295246,38
687,1.0,1.0,,2013-11-13 02:13:02,496760523694278_610750695628593,43
688,12.0,2.0,3.0,2013-11-13 02:12:43,496760523694278_610750575628605,108
689,,1.0,3.0,2013-11-13 02:12:29,496760523694278_610750482295281,37
690,,,1.0,2013-11-13 02:12:24,496760523694278_610750452295284,17
691,1.0,,1.0,2013-11-13 02:10:50,496760523694278_610750255628637,19
692,2.0,,1.0,2013-11-13 02:10:11,496760523694278_610750192295310,69
693,1.0,,,2013-11-13 02:09:54,496760523694278_610750142295315,30
694,1.0,,3.0,2013-11-13 02:09:36,496760523694278_610750112295318,39
695,12.0,2.0,2.0,2013-11-13 02:08:44,496760523694278_610749945628668,150
696,,2.0,,2013-11-13 02:08:36,496760523694278_610749942295335,36
697,1.0,,,2013-11-13 01:02:06,496760523694278_610737745629888,25
698,6.0,,,2013-11-13 01:01:53,496760523694278_610737712296558,40
699,1.0,,1.0,2013-11-13 01:00:46,496760523694278_610737618963234,39
700,3.0,5.0,,2013-11-13 01:00:31,496760523694278_610737598963236,131
701,10.0,11.0,1.0,2013-11-13 01:00:09,496760523694278_610737558963240,168
702,1.0,,1.0,2013-11-13 00:58:57,496760523694278_610737425629920,42
703,,1.0,,2013-11-13 00:58:46,496760523694278_610737392296590,8
704,3.0,,,2013-11-13 00:58:26,496760523694278_610737338963262,34
705,,1.0,,2013-11-13 00:58:17,496760523694278_610737325629930,23
706,1.0,4.0,5.0,2013-11-13 00:58:03,496760523694278_610737278963268,48
707,8.0,8.0,11.0,2013-11-13 00:57:56,496760523694278_610737265629936,211
708,1.0,1.0,,2013-11-13 00:57:34,496760523694278_610737112296618,24
709,1.0,,3.0,2013-11-13 00:57:22,496760523694278_610737075629955,64
710,,,1.0,2013-11-13 00:57:13,496760523694278_610737045629958,8
711,20.0,6.0,,2013-11-13 00:56:41,496760523694278_610736995629963,391
712,6.0,,9.0,2013-11-13 00:56:32,496760523694278_610736978963298,173
713,3.0,,,2013-11-12 22:38:53,496760523694278_610710295632633,31
714,,1.0,,2013-11-12 22:37:36,496760523694278_610710082299321,22
715,11.0,13.0,22.0,2013-11-12 22:37:22,496760523694278_610709925632670,270
716,1.0,3.0,,2013-11-12 22:36:31,496760523694278_610709805632682,33
717,1.0,2.0,3.0,2013-11-12 22:36:07,496760523694278_610709762299353,76
718,3.0,3.0,1.0,2013-11-12 22:35:53,496760523694278_610709688966027,43
719,5.0,7.0,3.0,2013-11-12 22:35:23,496760523694278_610709578966038,154
720,11.0,2.0,8.0,2013-11-12 22:34:55,496760523694278_610709508966045,166
721,4.0,3.0,2.0,2013-11-12 22:34:48,496760523694278_610709495632713,84
722,6.0,8.0,,2013-11-12 22:33:55,496760523694278_610709022299427,122
723,,4.0,1.0,2013-11-12 22:33:16,496760523694278_610708958966100,51
724,4.0,7.0,,2013-11-12 22:32:58,496760523694278_610708898966106,88
725,1.0,,,2013-11-12 22:32:44,496760523694278_610708862299443,55
726,2.0,2.0,,2013-11-12 22:32:33,496760523694278_610708835632779,51
727,7.0,10.0,4.0,2013-11-12 22:32:23,496760523694278_610708778966118,210
728,1.0,,3.0,2013-11-12 22:32:07,496760523694278_610708745632788,26
729,,,,2013-11-12 22:31:56,496760523694278_610708705632792,15
730,4.0,3.0,,2013-11-12 22:31:48,496760523694278_610708675632795,46
731,1.0,4.0,4.0,2013-11-12 22:31:38,496760523694278_610708648966131,188
732,1.0,4.0,3.0,2013-11-12 22:31:24,496760523694278_610708628966133,76
733,6.0,2.0,1.0,2013-11-12 22:31:08,496760523694278_610708575632805,75
734,9.0,7.0,,2013-11-12 22:30:59,496760523694278_610708542299475,140
